numero_de_cliente,clase_binaria,Label
4580419,NEG,0
4580491,NEG,0
4580649,NEG,0
4580746,NEG,0
4580780,NEG,0
4580843,NEG,0
4580941,NEG,0
4580997,NEG,0
4581060,NEG,0
4581110,NEG,0
4581425,NEG,0
4581635,NEG,0
4581704,NEG,0
4581780,NEG,0
4581880,NEG,0
4581896,NEG,0
4582025,NEG,0
4582348,NEG,0
4582427,NEG,0
4582587,NEG,0
4582716,NEG,0
4582797,NEG,0
4582848,NEG,0
4582942,NEG,0
4582951,NEG,0
4583124,NEG,0
4583130,NEG,0
4583287,NEG,0
4583306,NEG,0
4583410,NEG,0
4583423,NEG,0
4583548,NEG,0
4583828,NEG,0
4583866,NEG,0
4583884,NEG,0
4584045,NEG,0
4584343,NEG,0
4584412,NEG,0
4584516,NEG,0
4584522,NEG,0
4584535,NEG,0
4584569,NEG,0
4584604,NEG,0
4584742,NEG,0
4584799,NEG,0
4585072,NEG,0
4585081,NEG,0
4585191,NEG,0
4585210,NEG,0
4585326,NEG,0
4585386,NEG,0
4585433,NEG,0
4585637,NEG,0
4585719,NEG,0
4585895,NEG,0
4586058,NEG,0
4586065,NEG,0
4586225,NEG,0
4586234,NEG,0
4586316,NEG,0
4586457,NEG,0
4586561,NEG,0
4586567,NEG,0
4586611,NEG,0
4586621,NEG,0
4586640,NEG,0
4586643,NEG,0
4586731,NEG,0
4586753,NEG,0
4586850,NEG,0
4586859,NEG,0
4586878,NEG,0
4587067,NEG,0
4587403,NEG,0
4587513,NEG,0
4587720,NEG,0
4587727,NEG,0
4587921,NEG,0
4588019,NEG,0
4588075,NEG,0
4588097,NEG,0
4588116,NEG,0
4588201,NEG,0
4588323,NEG,0
4588352,NEG,0
4588361,NEG,0
4588377,NEG,0
4588421,NEG,0
4588779,NEG,0
4588873,NEG,0
4589024,NEG,0
4589074,NEG,0
4589140,NEG,0
4589294,NEG,0
4589322,NEG,0
4589379,NEG,0
4589558,NEG,0
4589684,NEG,0
4589703,NEG,0
4589709,NEG,0
4589737,NEG,0
4589957,NEG,0
4590089,NEG,0
4590139,NEG,0
4590350,NEG,0
4590416,NEG,0
4590460,NEG,0
4590519,NEG,0
4590981,NEG,0
4591317,NEG,0
4591707,NEG,0
4591861,NEG,0
4591980,NEG,0
4592241,NEG,0
4592291,NEG,0
4592404,NEG,0
4592527,NEG,0
4592807,NEG,0
4592960,NEG,0
4593011,NEG,0
4593033,NEG,0
4593039,NEG,0
4593400,NEG,0
4593422,NEG,0
4593586,NEG,0
4593686,NEG,0
4594490,NEG,0
4594541,NEG,0
4594663,NEG,0
4594704,NEG,0
4594789,NEG,0
4594871,NEG,0
4595254,NEG,0
4595342,NEG,0
4595373,NEG,0
4595489,NEG,0
4595593,NEG,0
4595621,NEG,0
4595744,NEG,0
4595760,NEG,0
4595848,NEG,0
4596203,NEG,0
4596297,NEG,0
4596441,NEG,0
4596768,NEG,0
4596840,NEG,0
4597007,NEG,0
4597016,NEG,0
4597023,NEG,0
4597060,NEG,0
4597063,NEG,0
4597098,NEG,0
4597139,NEG,0
4597638,NEG,0
4597654,NEG,0
4597767,NEG,0
4598006,NEG,0
4598424,NEG,0
4598587,NEG,0
4598625,NEG,0
4598628,NEG,0
4598807,NEG,0
4598892,NEG,0
4598917,NEG,0
4598926,NEG,0
4599052,NEG,0
4599109,NEG,0
4599184,NEG,0
4599231,NEG,0
4599278,NEG,0
4599325,NEG,0
4599328,NEG,0
4599335,NEG,0
4599379,NEG,0
4599595,NEG,0
4599960,NEG,0
6693643,NEG,0
6693734,NEG,0
6694064,NEG,0
6694124,NEG,0
6694180,NEG,0
6694400,NEG,0
6694661,NEG,0
14561212,NEG,0
14561246,NEG,0
14561287,NEG,0
14561337,NEG,0
14561718,NEG,0
14561727,NEG,0
14561818,NEG,0
14562107,NEG,0
14562390,NEG,0
14562560,NEG,0
14562607,NEG,0
14562732,NEG,0
14563040,NEG,0
14563046,NEG,0
14563317,NEG,0
14563320,NEG,0
14563414,NEG,0
14563417,NEG,0
14563461,NEG,0
14563524,NEG,0
14563568,NEG,0
14563794,NEG,0
14564146,NEG,0
14564363,NEG,0
14564369,NEG,0
14564382,NEG,0
14564413,NEG,0
14564514,NEG,0
14564746,NEG,0
14564771,NEG,0
14564784,NEG,0
14565010,NEG,0
14565142,NEG,0
14565158,NEG,0
14565299,NEG,0
14565334,NEG,0
14565412,NEG,0
14565553,NEG,0
14566392,NEG,0
14566474,NEG,0
14566534,NEG,0
14566581,NEG,0
14566612,NEG,0
14566776,NEG,0
14566838,NEG,0
14566926,NEG,0
14567017,NEG,0
14567156,NEG,0
14567385,NEG,0
14567561,NEG,0
14567608,NEG,0
14567646,NEG,0
14567727,NEG,0
14567869,NEG,0
14567881,NEG,0
14567885,NEG,0
14567916,NEG,0
14567919,NEG,0
14567941,NEG,0
14567950,NEG,0
14567966,NEG,0
14567972,NEG,0
14567976,NEG,0
14568010,NEG,0
14568016,NEG,0
14568060,NEG,0
14568079,NEG,0
14568114,NEG,0
14568120,NEG,0
14568123,NEG,0
14568136,NEG,0
14568139,NEG,0
14568145,NEG,0
14568211,NEG,0
14568255,NEG,0
14568262,NEG,0
14568287,NEG,0
14568299,NEG,0
14568315,NEG,0
14568340,NEG,0
13607176,NEG,0
13607233,NEG,0
13607251,NEG,0
13607277,NEG,0
13608122,NEG,0
13608285,POS,0
13608474,NEG,0
13608514,NEG,0
13608898,NEG,0
13608901,NEG,0
13609033,NEG,0
13609036,NEG,0
13609058,NEG,0
13609124,NEG,0
13609177,NEG,0
13609262,NEG,0
13609303,NEG,0
13609359,NEG,0
13609366,NEG,0
13609413,NEG,0
13609441,NEG,0
13609451,NEG,0
13609630,NEG,0
13609636,NEG,0
13609652,NEG,0
13609686,NEG,0
13609900,NEG,0
13610007,NEG,0
13610032,NEG,0
13610286,NEG,0
13610434,NEG,0
13610512,NEG,0
13610572,NEG,0
13610607,NEG,0
13610811,NEG,0
13610889,NEG,0
13611103,NEG,0
13611295,NEG,0
13611411,NEG,0
13611609,NEG,0
13611650,NEG,0
13611775,NEG,0
13611816,NEG,0
13612335,NEG,0
13612397,NEG,0
13612419,NEG,0
13612881,NEG,0
13612944,NEG,0
13613120,NEG,0
13613192,NEG,0
13613227,NEG,0
13613519,NEG,0
13613547,NEG,0
13613623,NEG,0
13613673,NEG,0
13613692,NEG,0
13613755,NEG,0
13613770,NEG,0
13613868,NEG,0
13614232,NEG,0
13614273,NEG,0
13614395,NEG,0
13614553,NEG,0
13614722,NEG,0
13614901,NEG,0
13615184,NEG,0
13615197,NEG,0
13615247,NEG,0
13615316,NEG,0
13615416,NEG,0
13615438,NEG,0
13615564,NEG,0
13615621,NEG,0
13615878,NEG,0
13615954,NEG,0
13616086,NEG,0
13616089,NEG,0
13616422,NEG,0
13616444,NEG,0
13616475,NEG,0
13616569,NEG,0
13616595,NEG,0
13616799,NEG,0
13616843,NEG,0
13616978,NEG,0
13616990,NEG,0
13617060,NEG,0
13617301,NEG,0
13617515,NEG,0
13617540,NEG,0
13617704,NEG,0
13617804,NEG,0
13617814,NEG,0
13617829,NEG,0
13618109,NEG,0
13618260,NEG,0
13618445,NEG,0
13618527,NEG,0
13618659,NEG,0
13618838,NEG,0
13618913,NEG,0
13618944,NEG,0
13618976,NEG,0
13619017,NEG,0
13619092,NEG,0
13619095,NEG,0
13619199,NEG,0
13619237,NEG,0
13619240,NEG,0
13619243,NEG,0
13619862,NEG,0
13619881,NEG,0
13619903,NEG,0
13619909,NEG,0
13620025,NEG,0
13620079,NEG,0
13620135,NEG,0
13620273,NEG,0
13620361,NEG,0
13620402,NEG,0
13620424,NEG,0
13620440,NEG,0
13620484,NEG,0
13620512,NEG,0
13620833,NEG,0
13621062,NEG,0
13621194,NEG,0
13621288,NEG,0
13621414,NEG,0
13621455,NEG,0
13621458,NEG,0
13621464,NEG,0
13621678,NEG,0
13621866,NEG,0
13622121,NEG,0
13622246,NEG,0
13622262,NEG,0
13622315,NEG,0
13622347,NEG,0
13622375,NEG,0
13622400,NEG,0
13622648,NEG,0
13622652,NEG,0
13622840,NEG,0
13622931,NEG,0
13622963,NEG,0
13623220,NEG,0
13623625,NEG,0
13623764,NEG,0
13623770,NEG,0
13623783,NEG,0
13623883,NEG,0
13623902,NEG,0
13623914,NEG,0
13623943,NEG,0
13623949,NEG,0
13623952,NEG,0
13623977,NEG,0
13624225,NEG,0
13624323,NEG,0
13624326,NEG,0
13624335,NEG,0
13624376,NEG,0
13624467,NEG,0
13624678,NEG,0
13624844,NEG,0
13624923,NEG,0
13625127,NEG,0
13625576,NEG,0
13625693,NEG,0
13625777,NEG,0
13625781,NEG,0
13625787,NEG,0
13625799,NEG,0
13625825,NEG,0
13625872,NEG,0
13625919,NEG,0
13625947,NEG,0
13626214,NEG,0
13626220,NEG,0
13626421,NEG,0
13626478,NEG,0
13626619,NEG,0
13626670,NEG,0
13626698,NEG,0
13626707,NEG,0
13626717,NEG,0
13626993,NEG,0
13627056,NEG,0
13627113,NEG,0
13627235,NEG,0
13627304,NEG,0
13627439,NEG,0
13627596,NEG,0
13627750,NEG,0
13627854,NEG,0
13627889,NEG,0
13628033,NEG,0
13628121,NEG,0
13628146,NEG,0
13628152,NEG,0
13628171,NEG,0
13628570,NEG,0
13628658,NEG,0
13628727,NEG,0
13628875,NEG,0
13628881,NEG,0
13628900,NEG,0
13629004,NEG,0
13629035,NEG,0
13629082,NEG,0
13629211,NEG,0
13629277,NEG,0
13629488,NEG,0
13629748,NEG,0
13629761,NEG,0
13629880,NEG,0
13630129,NEG,0
13630273,NEG,0
13630462,NEG,0
13630534,NEG,0
13630675,NEG,0
13630917,NEG,0
13630961,NEG,0
13631014,NEG,0
13631024,NEG,0
13631043,NEG,0
13631190,NEG,0
13631300,NEG,0
13631313,NEG,0
13631322,NEG,0
13631404,NEG,0
13631448,NEG,0
13631530,NEG,0
13631680,NEG,0
13631696,NEG,0
13631828,NEG,0
13631841,NEG,0
13631913,NEG,0
13631932,NEG,0
5293551,NEG,0
5293617,NEG,0
5293661,NEG,0
5293812,NEG,0
5293853,NEG,0
5294048,NEG,0
5294198,NEG,0
5294450,NEG,0
5294623,NEG,0
5294645,NEG,0
5294695,NEG,0
5294758,NEG,0
5294767,NEG,0
5294962,NEG,0
5294987,NEG,0
5294996,NEG,0
5295006,NEG,0
5295009,NEG,0
5295022,NEG,0
5295110,NEG,0
5295150,NEG,0
5295402,NEG,0
5295596,NEG,0
5295684,NEG,0
5295710,NEG,0
5295776,NEG,0
5295788,NEG,0
5295882,NEG,0
5296143,NEG,0
5296281,NEG,0
5296303,NEG,0
5296369,NEG,0
5296539,NEG,0
5296552,NEG,0
5296574,NEG,0
5296712,NEG,0
5296715,NEG,0
5296731,NEG,0
5296778,NEG,0
5296834,NEG,0
5296925,NEG,0
5296938,NEG,0
5297262,NEG,0
5297302,NEG,0
5297425,NEG,0
5297503,NEG,0
5297544,NEG,0
5297626,NEG,0
5297789,NEG,0
5298147,NEG,0
5298195,NEG,0
5298201,NEG,0
5298389,NEG,0
5298421,NEG,0
5298424,NEG,0
5298534,NEG,0
5298644,NEG,0
5298735,NEG,0
5298763,NEG,0
5298839,NEG,0
5298857,NEG,0
5298996,NEG,0
5299093,NEG,0
5299228,NEG,0
5299360,NEG,0
5299404,NEG,0
5299423,NEG,0
5299539,NEG,0
5299558,NEG,0
5299571,NEG,0
5299652,NEG,0
5299659,NEG,0
5299825,NEG,0
5299900,NEG,0
5299904,NEG,0
5299995,NEG,0
5300124,NEG,0
5300193,NEG,0
5300240,NEG,0
5300277,NEG,0
5300309,NEG,0
5300497,NEG,0
5300645,NEG,0
5300711,NEG,0
5300972,NEG,0
5301069,NEG,0
5301217,NEG,0
5301289,NEG,0
5301424,NEG,0
5301710,NEG,0
5301732,NEG,0
5301754,NEG,0
5301763,NEG,0
5302049,NEG,0
5302062,NEG,0
5302071,NEG,0
5302181,NEG,0
5302213,NEG,0
5302247,NEG,0
5302263,NEG,0
5302269,NEG,0
5302307,NEG,0
5302345,NEG,0
5302385,NEG,0
5302495,NEG,0
5302508,NEG,0
5302530,NEG,0
5302630,NEG,0
5302913,NEG,0
5303070,NEG,0
5303410,NEG,0
5303787,NEG,0
5304032,NEG,0
5304170,NEG,0
5304578,NEG,0
5304924,POS,0
5304984,NEG,0
5305068,NEG,0
5305137,NEG,0
5305163,NEG,0
5305181,NEG,0
5305263,NEG,0
5305357,NEG,0
5305417,NEG,0
5305436,POS,0
5305455,NEG,0
5305571,NEG,0
5305753,NEG,0
5306240,NEG,0
5306598,NEG,0
5306601,NEG,0
5306752,NEG,0
5306944,NEG,0
5306963,NEG,0
5307063,NEG,0
5307167,NEG,0
5307277,NEG,0
5307283,NEG,0
5307371,NEG,0
5307450,NEG,0
5307651,NEG,0
5307729,NEG,0
5307858,NEG,0
5307943,NEG,0
5308216,NEG,0
5308263,NEG,0
5308267,NEG,0
5308301,NEG,0
5308310,NEG,0
5308414,NEG,0
5308518,NEG,0
5308775,NEG,0
5308791,NEG,0
5308986,NEG,0
5309033,NEG,0
5309115,NEG,0
5309127,NEG,0
5309322,NEG,0
5309328,NEG,0
5309372,NEG,0
5309382,NEG,0
5309523,NEG,0
5309643,NEG,0
5309652,NEG,0
5309916,NEG,0
5310375,NEG,0
5310400,NEG,0
5310569,NEG,0
5310714,NEG,0
5310739,NEG,0
5310852,NEG,0
5310946,NEG,0
5311056,NEG,0
5311345,NEG,0
5311358,NEG,0
5311408,NEG,0
5311458,NEG,0
5311512,NEG,0
5311549,NEG,0
5311779,NEG,0
5311854,NEG,0
5311933,NEG,0
5312002,NEG,0
5312024,NEG,0
5312049,NEG,0
5312140,NEG,0
5312190,NEG,0
5312237,NEG,0
5312325,NEG,0
5312366,NEG,0
5312442,NEG,0
5312479,NEG,0
5312492,NEG,0
5312505,NEG,0
5312621,NEG,0
5312630,NEG,0
5312646,NEG,0
5312982,NEG,0
5313186,NEG,0
5313274,NEG,0
5313318,NEG,0
5313570,NEG,0
5313639,NEG,0
5313667,NEG,0
5313673,NEG,0
5313896,NEG,0
5313972,NEG,0
5314063,NEG,0
5314072,NEG,0
5314082,NEG,0
5314085,NEG,0
5314088,NEG,0
5314097,NEG,0
5314173,NEG,0
5314188,NEG,0
5314210,NEG,0
5314254,NEG,0
5314446,NEG,0
5314481,NEG,0
5314631,NEG,0
5315012,NEG,0
5315147,NEG,0
5315175,NEG,0
5315681,NEG,0
5315718,NEG,0
5315879,NEG,0
5315888,NEG,0
5315938,NEG,0
5315992,NEG,0
5316001,NEG,0
5316127,NEG,0
5316183,NEG,0
5316262,NEG,0
5316818,NEG,0
5317010,NEG,0
5317019,NEG,0
5317201,NEG,0
5317229,NEG,0
5317308,NEG,0
5317462,NEG,0
5317465,NEG,0
5317666,NEG,0
5317830,NEG,0
5317895,NEG,0
5318147,NEG,0
5318166,NEG,0
5318342,NEG,0
5318442,NEG,0
5318486,NEG,0
5318514,NEG,0
5318533,NEG,0
5318653,NEG,0
5319067,NEG,0
5319441,NEG,0
5319447,NEG,0
5319620,NEG,0
5319796,NEG,0
5320069,NEG,0
5320214,NEG,0
5320267,NEG,0
5320289,NEG,0
5320387,NEG,0
5320390,NEG,0
5320456,NEG,0
5320604,NEG,0
5320657,NEG,0
5320688,NEG,0
5320707,NEG,0
5320801,NEG,0
5320905,NEG,0
5321200,NEG,0
5321471,NEG,0
5321477,NEG,0
5321603,NEG,0
5321694,NEG,0
5321775,NEG,0
5322124,NEG,0
5322162,NEG,0
5322363,NEG,0
5322445,NEG,0
5322517,NEG,0
5322520,NEG,0
5322671,NEG,0
5322737,NEG,0
5322865,NEG,0
5322872,NEG,0
5322878,NEG,0
5323123,NEG,0
5323129,NEG,0
5323133,NEG,0
5323302,NEG,0
5323359,NEG,0
5323635,NEG,0
5323685,NEG,0
5323764,NEG,0
5323786,NEG,0
5323795,NEG,0
5323899,NEG,0
5323902,NEG,0
5324075,NEG,0
5324326,NEG,0
5324351,NEG,0
5324364,NEG,0
5324373,NEG,0
5324402,NEG,0
5324424,NEG,0
5324433,NEG,0
5324455,NEG,0
5324524,NEG,0
5324713,NEG,0
5324776,NEG,0
5324823,NEG,0
5324870,NEG,0
5324986,NEG,0
5325171,NEG,0
5325630,NEG,0
5325690,NEG,0
5325724,NEG,0
5325793,NEG,0
5325812,NEG,0
5325866,NEG,0
4734467,NEG,0
4734599,NEG,0
4734759,NEG,0
4734907,NEG,0
4734910,NEG,0
4735020,NEG,0
4735570,NEG,0
4735633,NEG,0
4735664,NEG,0
4735733,NEG,0
4735736,NEG,0
4735765,NEG,0
4735809,NEG,0
4735956,NEG,0
4735972,NEG,0
4736192,NEG,0
4736399,NEG,0
4736446,NEG,0
4736494,NEG,0
4736591,NEG,0
4736597,NEG,0
4736726,NEG,0
4736732,NEG,0
4736761,NEG,0
4736798,NEG,0
4736864,NEG,0
4736921,NEG,0
4737006,NEG,0
4737238,NEG,0
4737257,NEG,0
4737285,NEG,0
4737345,NEG,0
4737411,NEG,0
4737521,NEG,0
4737559,NEG,0
4737646,NEG,0
4737712,NEG,0
4737734,NEG,0
4737794,NEG,0
4737936,NEG,0
4737976,NEG,0
4738036,NEG,0
4738190,NEG,0
4738272,NEG,0
4738482,NEG,0
4738492,NEG,0
4738586,NEG,0
4738614,NEG,0
4738617,NEG,0
4738674,NEG,0
4738683,NEG,0
4738689,NEG,0
4738705,NEG,0
4738818,NEG,0
4738840,NEG,0
4738878,NEG,0
4739092,NEG,0
4739101,NEG,0
4739484,NEG,0
4739770,NEG,0
4739783,NEG,0
4739852,NEG,0
4739905,NEG,0
4739915,NEG,0
4739952,NEG,0
4740138,NEG,0
4740282,NEG,0
4740320,NEG,0
4740329,NEG,0
4740377,NEG,0
4740443,NEG,0
4740584,NEG,0
4740700,NEG,0
4740750,NEG,0
4740763,NEG,0
4740791,NEG,0
4740992,NEG,0
4741002,NEG,0
4741071,NEG,0
4741234,NEG,0
4741724,NEG,0
4741740,NEG,0
4741819,NEG,0
4741828,NEG,0
4741831,NEG,0
4741875,NEG,0
4742016,NEG,0
4742048,NEG,0
4742092,NEG,0
4742393,NEG,0
4742397,NEG,0
4742519,NEG,0
4742698,NEG,0
4742830,NEG,0
4742877,NEG,0
4743144,NEG,0
4743342,NEG,0
4743414,NEG,0
4743440,NEG,0
4743452,NEG,0
4743641,NEG,0
4743707,NEG,0
4743817,NEG,0
4744096,NEG,0
4744200,NEG,0
4744272,NEG,0
4744473,NEG,0
4744659,NEG,0
4744690,NEG,0
4744750,NEG,0
4744768,NEG,0
4744841,NEG,0
4745020,NEG,0
4745095,NEG,0
4745158,NEG,0
4745240,NEG,0
4745425,NEG,0
4745431,NEG,0
4745617,NEG,0
4745956,NEG,0
4745987,NEG,0
4746009,NEG,0
4746022,NEG,0
4746057,NEG,0
4746119,NEG,0
4746141,NEG,0
4746192,NEG,0
4746270,NEG,0
4746292,NEG,0
4746333,NEG,0
4746355,NEG,0
4746377,NEG,0
4746446,NEG,0
4746515,NEG,0
4746540,NEG,0
4746562,NEG,0
4746870,NEG,0
4747263,NEG,0
4747291,NEG,0
4747398,NEG,0
4747426,NEG,0
4747539,NEG,0
4747684,NEG,0
4747753,NEG,0
4747901,NEG,0
4747954,NEG,0
4748045,NEG,0
4748253,NEG,0
4748598,NEG,0
4748724,NEG,0
4748849,NEG,0
4749145,NEG,0
4749164,NEG,0
4749318,NEG,0
4749512,NEG,0
4749515,NEG,0
4749550,NEG,0
4749962,NEG,0
4750213,NEG,0
4750222,NEG,0
4750841,NEG,0
4750866,NEG,0
4751017,NEG,0
4751049,NEG,0
4751259,NEG,0
4751375,NEG,0
4751473,NEG,0
4751586,NEG,0
4751702,NEG,0
4751759,NEG,0
4751887,NEG,0
4752035,NEG,0
4752076,NEG,0
4752098,NEG,0
4752333,NEG,0
4752465,NEG,0
4752503,NEG,0
4752622,NEG,0
4752714,NEG,0
4752736,NEG,0
4752751,NEG,0
4752767,NEG,0
4752811,NEG,0
4752849,NEG,0
4753006,NEG,0
4753128,NEG,0
4753408,NEG,0
4753483,NEG,0
4753499,NEG,0
4753521,NEG,0
4753537,NEG,0
4753549,NEG,0
4753581,NEG,0
4753703,NEG,0
4753738,NEG,0
4753788,NEG,0
4753838,NEG,0
4753854,NEG,0
4753917,NEG,0
4754011,NEG,0
4754244,NEG,0
4754391,NEG,0
4754394,NEG,0
4754407,NEG,0
4754416,NEG,0
4754460,NEG,0
4754526,NEG,0
4754567,NEG,0
4754796,NEG,0
4754840,NEG,0
4754884,NEG,0
4754900,NEG,0
4754910,NEG,0
4754935,NEG,0
4754941,NEG,0
4755331,NEG,0
4755440,NEG,0
4755576,NEG,0
4755635,NEG,0
4755940,NEG,0
4756113,NEG,0
4756188,NEG,0
4756597,NEG,0
4756625,NEG,0
4756694,NEG,0
4756760,NEG,0
4756942,NEG,0
4756974,NEG,0
4757008,NEG,0
4757112,NEG,0
4757206,NEG,0
4757247,NEG,0
4757526,NEG,0
4757536,NEG,0
4757772,NEG,0
4757775,NEG,0
4757841,NEG,0
4757900,NEG,0
4757910,NEG,0
4757963,NEG,0
4758035,NEG,0
4758111,NEG,0
4758123,NEG,0
4758171,NEG,0
4758180,NEG,0
4758199,NEG,0
4758274,NEG,0
4758296,NEG,0
4758324,NEG,0
4758475,NEG,0
4758541,NEG,0
4758548,NEG,0
4758579,NEG,0
4758717,NEG,0
4758764,NEG,0
4758921,NEG,0
4758962,NEG,0
4759063,NEG,0
4759119,NEG,0
4759261,NEG,0
4759880,NEG,0
4759892,NEG,0
4759902,NEG,0
4759917,NEG,0
4759933,NEG,0
4760162,NEG,0
4760187,NEG,0
4760310,NEG,0
4760388,NEG,0
4760392,NEG,0
4760420,NEG,0
4760423,NEG,0
4760470,NEG,0
4760483,NEG,0
4760542,NEG,0
4760634,NEG,0
4760693,NEG,0
4760879,NEG,0
4761199,NEG,0
4761224,NEG,0
4761435,NEG,0
4761438,NEG,0
4761444,NEG,0
4761488,NEG,0
4761585,NEG,0
4761636,NEG,0
4761673,NEG,0
4762113,NEG,0
4762393,NEG,0
4762487,NEG,0
4762562,NEG,0
4762588,NEG,0
4762638,NEG,0
4762688,NEG,0
4762751,NEG,0
4762848,NEG,0
4762864,NEG,0
4763037,NEG,0
4763059,NEG,0
4763090,NEG,0
4763150,NEG,0
4763376,NEG,0
4763395,NEG,0
4763470,NEG,0
4763675,NEG,0
4763722,NEG,0
4763803,NEG,0
4763841,NEG,0
4763901,NEG,0
4764001,NEG,0
4764064,NEG,0
4764070,NEG,0
4764133,NEG,0
4764297,NEG,0
4764378,NEG,0
4764447,NEG,0
4764473,NEG,0
4764498,NEG,0
4764583,NEG,0
4764661,NEG,0
4764686,NEG,0
4764988,NEG,0
4765057,NEG,0
4765107,NEG,0
4765148,NEG,0
4765211,NEG,0
4765220,NEG,0
4765409,NEG,0
4699423,NEG,0
4699479,NEG,0
4699552,NEG,0
4699643,NEG,0
4699718,NEG,0
4699727,NEG,0
4699837,NEG,0
4699841,NEG,0
4699925,NEG,0
4699932,NEG,0
4699988,NEG,0
